    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
      -1.370656018,      0.3601667933,      0.9750477877,       3.989022859,       1.929557597,       3.263582775
      -1.488140863,      0.1586586208,      0.9751537709,       3.931227743,       1.870735795,       3.184920015
      -1.417041232,      0.2264860402,       1.034252686,       3.920173439,       2.030149568,       3.575077416
      -1.419123196,      0.3996306618,       1.096087912,       3.940134754,       1.973916103,       3.519323525
      -1.576971706,       0.237315497,      0.9576551124,       3.899420746,       2.092857442,       3.455817013
      -1.543833066,      0.2616129957,       1.048686723,       3.805818941,       2.116530406,       3.617445375
      -1.356261001,      0.5013899818,       1.103940624,       3.985283125,       2.237313029,        3.55813355
      -1.499959033,      0.3901176125,       1.137468312,       3.803702352,       2.080465044,       3.554731743
       -1.41688432,      0.4788723637,       1.066806074,       3.940276212,       2.168974519,       3.566846275
      -1.411594951,      0.3848133933,         1.1342984,       3.927128408,       2.106495628,        3.60383473
      -1.334283456,      0.5384630596,       1.132434151,       3.985048855,        1.92940417,       3.440381023
      -1.479403399,      0.6326408182,       1.032418169,       3.855808956,       1.985134426,       3.377806438
      -1.411304666,      0.3397545072,        1.02443483,       3.917027266,       2.005085185,       3.510356833
      -1.385497765,      0.3651904921,       1.037672524,       3.963269159,       2.004608346,       3.500288461
      -1.501037474,      0.3013559052,      0.9889673669,        3.86658868,        2.06387256,       3.561469548
      -1.409356046,      0.3881004806,       1.015104905,       3.954096888,       2.103778413,       3.636716658
      -1.297877298,      0.5276792752,       1.170830574,       4.021773459,       1.932422385,       3.434543934
      -1.438289674,      0.7062146428,       1.017362686,       3.870249027,       1.774589209,       3.150273437
      -1.486028437,      0.2310831986,      0.8729578896,       3.865139453,       1.970798982,       3.464672333
      -1.480293082,      0.2817316317,      0.9690338812,       3.835362655,       1.993299032,       3.548129357
      -1.532646028,      0.3138288926,      0.9450920945,       3.810505057,       2.017912233,       3.547721312
      -1.485144542,      0.2879829931,        1.00522202,       3.878871064,       2.096662702,       3.630057345
      -1.375052042,      0.5111650134,       1.160701679,       3.946060449,       1.979765679,       3.441463636
      -1.447353876,      0.6256449408,       1.052281042,        3.86887271,       2.031220811,       3.407329948
      -1.404612983,      0.2523847211,      0.9776049346,         3.9243311,        2.04697153,       3.447985948
      -1.388255838,      0.3681163258,       1.034542601,       3.947703128,       2.054693246,       3.504885008
      -1.392250828,      0.2847153725,       1.038020389,       3.927774843,        2.10812324,       3.583046263
      -1.413013964,      0.5445417658,       1.058060447,       3.927887284,       2.132482077,       3.650340782
      -1.446227301,      0.3299938684,       1.067801575,       3.915875147,        2.04911417,       3.545141875
      -1.407297728,      0.4386812836,       1.069588653,        3.94458829,       2.070104683,       3.588139668
      -1.405668927,      0.4241329435,        1.14932318,       3.942284569,       1.999120682,       3.485476048
      -1.499267015,      0.5177467471,       1.041839524,        3.81512344,       1.961573982,       3.466585206
      -1.420951188,       0.372910476,       1.022515444,       3.923533664,       2.020227657,       3.533385218
      -1.416171884,      0.3443676991,       1.065065881,       3.922391742,       2.026164779,       3.559984975
      -1.471365555,      0.3470428977,       1.030671331,       3.878288986,       2.050068953,       3.578679844
      -1.439656299,       0.371825117,       1.043303195,        3.91677261,       2.103693263,       3.630843126
      -1.341188062,      0.4819010423,       1.167735941,       3.981601317,       1.973817232,        3.50416058
      -1.428743947,      0.6931571894,       1.042286437,       3.890009323,       1.868827203,       3.377760992
      -1.447091116,      0.2854178707,      0.9438878799,       3.903291595,       2.020561777,        3.57554903
      -1.414070179,      0.3566595994,          1.017772,       3.916912427,       2.051326878,        3.64184118
      -1.530512201,       0.310385059,      0.9603057245,       3.849000398,       2.035331443,       3.619293219
      -1.452296484,      0.3167830054,      0.9954955229,       3.915372302,       2.129871596,        3.71307324
      -1.343184022,       0.525990028,       1.164886927,       3.980587058,       1.966383687,       3.624913967
      -1.440167632,      0.6655353574,       1.036679946,       3.884730264,       1.938571007,       3.634157556
      -1.444566366,      0.2832667188,      0.9461103995,       3.887943156,       2.044072566,       3.754505654
      -1.419979379,      0.3492977537,       1.014001627,       3.916202107,       2.069475253,       3.857357914
      -1.471057867,      0.3326105187,       1.005738767,       3.861913635,       2.059595962,       3.962362999
       -1.42343636,      0.4152647418,       1.029107968,       3.938591442,       2.133244602,       4.128512569
      -1.351964055,      0.5092180955,       1.162346406,       3.956646844,       1.982217975,       4.330616331
      -1.445066745,      0.6722178866,       1.036290699,       3.874677186,       2.020767542,       8.778531264
      -1.440310208,      0.3086882377,      0.9696732695,       3.899665712,       2.047836651,       13.01386108
      -1.360411953,      0.3911277467,       1.062065359,        3.98952656,       2.029066228,       12.41137409
      -1.399044271,      0.3581422729,       0.913441961,       4.033322036,       2.102227582,       11.80904467
      -1.420185621,      0.3609760746,       1.087545264,       3.891017578,       2.137001356,       11.20689915
      -1.353677996,      0.6215753817,       1.072431832,       4.016337214,       2.129098193,       10.60491808
       -1.32282346,      0.4619209363,       1.082157709,       3.997293157,       2.101257103,       10.00312392
      -1.455662137,      0.6197011518,       0.999051967,       3.912923887,       2.119294595,       9.401643023
      -1.411050302,      0.5328381419,       1.123493125,       3.870910172,       2.015232364,       8.800760861
      -1.407514281,      0.7269768248,      0.9953844738,       3.974878739,       1.974625228,       8.201068493
      -1.335481354,       0.395759279,       1.086621433,       4.003192429,       2.090769457,       7.603713185
      -1.409288351,      0.6756118889,      0.9590589857,        3.87230358,        1.97643179,       7.010933357
      -1.483790789,      0.2993291182,      0.9371908989,       3.849747859,        2.11705878,       6.426983236
      -1.267852558,      0.4358888345,       1.078132209,        4.08817405,       2.108702837,       5.859633622
      -1.296026667,      0.4478075354,       1.086495664,       3.981355295,       1.954073503,       5.322115209
      -1.466229498,      0.6561111049,      0.9557140127,       3.874323612,       2.001900675,       4.834583962
      -1.383564863,      0.4668738805,       1.081111068,       3.904826162,       1.967628941,       4.420878973
      -1.388897755,      0.6681690053,      0.9570306398,       3.960131935,       1.926077319,       4.094355432
      -1.411675302,      0.2817213414,      0.9963983483,       3.895391725,       2.026999032,       3.875568019
      -1.343870617,      0.5079313614,      0.9952321596,       3.979424627,       2.027803357,       3.724573315
      -1.413404187,      0.3266360888,      0.9660647289,       3.923238452,       2.076174422,        3.67615368
      -1.319460351,      0.4761635014,       1.026907259,       4.029925834,       2.082479029,       3.615120133
      -1.263677342,        0.51362789,       1.130501997,       4.056552126,        2.03564601,       3.600530671
      -1.335559407,      0.7306176369,       1.018849937,        3.94902901,       2.047403559,       3.635988706
      -1.296391958,      0.4666979972,       1.057650607,       3.978242822,       2.007986432,       3.542183069
      -1.312380218,      0.6574229928,       1.021669337,       4.002532465,       2.024713929,       3.587380895
      -1.212039543,       0.518656499,       1.120948889,       4.091031238,       1.944818903,       3.418326319
       -1.34642485,      0.7515980482,      0.9744844973,       3.935216431,       1.937894451,        3.24234986
      -1.500122208,      0.1137480051,      0.9027559299,       3.829340414,       1.951100497,       3.373682174
       -1.40317926,      0.2160797152,      0.9507261799,       3.905625493,        1.99263196,       3.388571763
      -1.386612198,      0.2296275679,      0.9892437521,       3.926520813,       2.014104606,       3.565866742
      -1.296672356,      0.4385846377,       1.080942958,       4.046195274,       2.059415848,       3.541317277
      -1.367433654,      0.3416911866,       1.000527807,       4.020276374,       2.026649847,       3.541252133
      -1.373418421,      0.4021739128,      0.9889261326,       3.954562028,       2.151175895,       3.680793413
