"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        3017,      -6.717876992,      -4.314511685,      -5.042668776,       -1.31219396,      -8.698933219
          0,           0,        3018,      -6.717876074,      -4.315047413,      -5.043937476,      -1.312209254,      -8.699752831
          0,           0,        3019,      -6.718216755,      -4.315577096,      -5.045107487,      -1.312208829,      -8.700572578
          0,           0,        3020,      -6.718214838,      -4.316115514,       -5.04632562,      -1.312223351,      -8.701392456
          0,           0,        3021,      -6.718554188,      -4.316647743,       -5.04743866,      -1.312222145,      -8.702212475
          0,           0,        3022,      -6.718551289,      -4.317188592,       -5.04859474,      -1.312235692,      -8.703032627
          0,           0,        3023,       -6.71888939,      -4.317723119,      -5.049639668,      -1.312233518,      -8.703852922
          0,           0,        3024,      -6.718885747,      -4.318266206,      -5.050722879,       -1.31224594,      -8.704673353
          0,           0,        3025,      -6.719222786,      -4.318802797,      -5.051689338,      -1.312242649,       -8.70549393
          0,           0,        3026,       -6.71921844,      -4.319347794,      -5.052689729,       -1.31225379,      -8.706314646
          0,           0,        3027,      -6.719554419,       -4.31988607,      -5.053568298,      -1.312249231,      -8.707135509
          0,           0,        3028,      -6.719549442,      -4.320432599,      -5.054476938,      -1.312258966,      -8.707956512
          0,           0,        3029,      -6.719884458,      -4.320972113,      -5.055258755,      -1.312253029,      -8.708777663
          0,           0,        3030,      -6.719878726,      -4.321519482,      -5.056066544,      -1.312261232,      -8.709598955
          0,           0,        3031,      -6.720212606,      -4.322059524,      -5.056744817,      -1.312253802,      -8.710420391
          0,           0,        3032,       -6.72020682,      -4.322607566,      -5.057447579,      -1.312260517,      -8.711241965
          0,           0,        3033,       -6.72054079,      -4.323148287,      -5.058017563,      -1.312251724,      -8.712063683
          0,           0,        3034,      -6.720535326,      -4.323696758,      -5.058609545,      -1.312256977,       -8.71288554
          0,           0,        3035,      -6.720868958,        -4.3242375,      -5.059066195,      -1.312246748,      -8.713707542
          0,           0,        3036,      -6.720863428,      -4.324785689,      -5.059543271,      -1.312250499,      -8.714529682
          0,           0,        3037,      -6.721196646,      -4.325325841,      -5.059883758,      -1.312238853,      -8.715351966
          0,           0,        3038,      -6.721191247,      -4.325873252,      -5.060244037,      -1.312241178,      -8.716174385
          0,           0,        3039,      -6.721524251,      -4.326411799,      -5.060466598,      -1.312228121,      -8.716996944
          0,           0,        3040,      -6.721518984,      -4.326955092,      -5.060707672,       -1.31222888,      -8.717819636
          0,           0,        3041,       -6.72185314,      -4.327491134,      -5.060814223,      -1.312215761,      -8.718642465
          0,           0,        3042,      -6.721849069,      -4.328035615,      -5.060919268,      -1.312216771,      -8.719465421
          0,           0,        3043,      -6.722181891,      -4.328572541,       -5.06086858,      -1.312202143,      -8.720288502
          0,           0,        3044,      -6.722177664,      -4.329116451,      -5.060835323,      -1.312201138,      -8.721111696
          0,           0,        3045,      -6.722511715,      -4.329650881,      -5.060677919,      -1.312185099,      -8.721935011
          0,           0,        3046,      -6.722509923,      -4.330191262,      -5.060559125,      -1.312183253,       -8.72275844
          0,           0,        3047,      -6.722845789,      -4.330721903,      -5.060324265,      -1.312166717,      -8.723581992
          0,           0,        3048,      -6.722845712,      -4.331258723,      -5.060127074,      -1.312164462,      -8.724405662
          0,           0,        3049,      -6.723182478,      -4.331785994,      -5.059810788,      -1.312147584,      -8.725229453
          0,           0,        3050,       -6.72318354,      -4.332319628,      -5.059528955,      -1.312145011,      -8.726053359
          0,           0,        3051,      -6.723521032,        -4.3328437,      -5.059127523,      -1.312127906,      -8.726877381
          0,           0,        3052,       -6.72352335,      -4.333374122,      -5.058761415,      -1.312125193,       -8.72770151
          0,           0,        3053,      -6.723861843,      -4.333894834,        -5.0582796,      -1.312108086,      -8.728525749
          0,           0,        3054,      -6.723865754,      -4.334421817,      -5.057837734,      -1.312105498,      -8.729350089
          0,           0,        3055,      -6.724205571,       -4.33493892,      -5.057287119,      -1.312088665,      -8.730174531
          0,           0,        3056,      -6.724211341,      -4.335462225,      -5.056783136,      -1.312086477,      -8.730999067
          0,           0,        3057,       -6.72455268,      -4.335975501,      -5.056178705,      -1.312070175,        -8.7318237
          0,           0,        3058,      -6.724560438,      -4.336494938,      -5.055628216,      -1.312068634,       -8.73264842
          0,           0,        3059,      -6.724903375,      -4.337004221,      -5.054985872,      -1.312053089,      -8.733473231
          0,           0,        3060,      -6.724913161,      -4.337519639,      -5.054404741,      -1.312052415,      -8.734298124
          0,           0,        3061,       -6.72525769,      -4.338024781,      -5.053740492,      -1.312037818,      -8.735123102
          0,           0,        3062,      -6.725269462,      -4.338536057,       -5.05314474,      -1.312038191,      -8.735948156
          0,           0,        3063,      -6.725615572,      -4.339036974,      -5.052474278,      -1.312024747,       -8.73677329
          0,           0,        3064,      -6.725629315,      -4.339544033,      -5.051879615,      -1.312026365,      -8.737598495
          0,           0,        3065,      -6.725976881,      -4.340040594,      -5.051219018,      -1.312014223,      -8.738423773
          0,           0,        3066,      -6.725992567,      -4.340543347,      -5.050641564,       -1.31201724,      -8.739249117
          0,           0,        3067,      -6.726341802,      -4.341035591,      -5.050006731,      -1.312006581,       -8.74007453
          0,           0,        3068,      -6.726359425,      -4.341534005,      -5.049462176,      -1.312011145,      -8.740900002
          0,           0,        3069,      -6.726710061,      -4.342021774,      -5.048868514,      -1.312002075,      -8.741725539
          0,           0,        3070,      -6.726729421,      -4.342515711,      -5.048371923,      -1.312008296,      -8.742551131
          0,           0,        3071,      -6.727081382,      -4.342998921,      -5.047834126,      -1.312000931,      -8.743376781
          0,           0,        3072,       -6.72710243,      -4.343488321,        -5.0473998,      -1.312008921,      -8.744202481
          0,           0,        3073,      -6.727455633,      -4.343966896,      -5.046931662,      -1.312003362,      -8.745028235
          0,           0,        3074,      -6.727478224,      -4.344451655,      -5.046572944,      -1.312013206,      -8.745854034
          0,           0,        3075,      -6.727832491,      -4.344925465,      -5.046187201,      -1.312009527,      -8.746679882
          0,           0,        3076,      -6.727856438,      -4.345405433,      -5.045916265,       -1.31202129,       -8.74750577
          0,           0,        3077,      -6.728211601,      -4.345874314,       -5.04562437,      -1.312019547,      -8.748331704
          0,           0,        3078,      -6.728236742,      -4.346349311,      -5.045452011,      -1.312033281,      -8.749157674
          0,           0,        3079,      -6.728592641,      -4.346813062,      -5.045263955,      -1.312033519,      -8.749983685
          0,           0,        3080,      -6.728618803,      -4.347282865,      -5.045199414,      -1.312049256,      -8.750809729
          0,           0,        3081,      -6.728975266,      -4.347741243,      -5.045123543,      -1.312051502,       -8.75163581
          0,           0,        3082,      -6.729002266,      -4.348205586,      -5.045174395,      -1.312069257,       -8.75246192
          0,           0,        3083,      -6.729359111,       -4.34865831,      -5.045217345,      -1.312073525,      -8.753288065
          0,           0,        3084,      -6.729386761,      -4.349116898,      -5.045389367,      -1.312093299,      -8.754114235
          0,           0,        3085,      -6.729743802,      -4.349563654,      -5.045555916,      -1.312099584,      -8.754940437
          0,           0,        3086,      -6.729771905,      -4.350016162,      -5.045853033,      -1.312121361,      -8.755766661
          0,           0,        3087,       -6.73012895,      -4.350456613,        -5.0461461,      -1.312129646,      -8.756592913
          0,           0,        3088,      -6.730157306,      -4.350902689,      -5.046570352,      -1.312153396,      -8.757419186
          0,           0,        3089,      -6.730514159,      -4.351336477,      -5.046990967,      -1.312163649,      -8.758245485
          0,           0,        3090,      -6.730542564,      -4.351775755,      -5.047542543,      -1.312189328,      -8.759071801
          0,           0,        3091,      -6.730899026,      -4.352202509,      -5.048089873,      -1.312201498,      -8.759898141
          0,           0,        3092,      -6.730927273,      -4.352634612,      -5.048767058,      -1.312229042,      -8.760724496
          0,           0,        3093,      -6.731283136,      -4.353053955,       -5.04943837,      -1.312243063,      -8.761550873
          0,           0,        3094,      -6.731311016,      -4.353478509,      -5.050237602,      -1.312272391,      -8.762377263
          0,           0,        3095,      -6.731666074,      -4.353890074,      -5.051028386,      -1.312288173,      -8.763203673
          0,           0,        3096,      -6.731693375,      -4.354306718,      -5.051944383,      -1.312319184,      -8.764030095
          0,           0,        3097,      -6.732047418,      -4.354710159,       -5.05284844,      -1.312336621,      -8.764856534
          0,           0,        3098,      -6.732073924,      -4.355118562,      -5.053874251,      -1.312369191,      -8.765682984
          0,           0,        3099,      -6.732426739,      -4.355513567,      -5.054883773,      -1.312388154,       -8.76650945
          0,           0,        3100,      -6.732452236,      -4.355913438,      -5.056010927,      -1.312422141,      -8.767335925
          0,           0,        3101,       -6.73280361,      -4.356299743,      -5.057116692,       -1.31244248,      -8.768162415
          0,           0,        3102,      -6.732827882,      -4.356690846,      -5.058335372,       -1.31247772,      -8.768988913
          0,           0,        3103,      -6.733177595,      -4.357068252,       -5.05952686,      -1.312499267,      -8.769815424
          0,           0,        3104,      -6.733200434,       -4.35745043,      -5.060826045,      -1.312535577,      -8.770641941
          0,           0,        3105,        -6.7335483,      -4.357818828,      -5.062091732,      -1.312558144,       -8.77146847
          0,           0,        3106,      -6.733569518,      -4.358192009,      -5.063459586,      -1.312595322,      -8.772295005
          0,           0,        3107,      -6.733915327,       -4.35855136,      -5.064787283,      -1.312618701,       -8.77312155
          0,           0,        3108,      -6.733934694,      -4.358915529,      -5.066211484,      -1.312656522,        -8.7739481
          0,           0,        3109,      -6.734278212,      -4.359265852,      -5.067588578,      -1.312680483,      -8.774774659
          0,           0,        3110,      -6.734295456,      -4.359621061,      -5.069056246,      -1.312718711,      -8.775601221
          0,           0,        3111,      -6.734636434,      -4.359962476,      -5.070469789,      -1.312743016,       -8.77642779
          0,           0,        3112,      -6.734651534,      -4.360308991,      -5.071968179,      -1.312781419,      -8.777254361
          0,           0,        3113,      -6.734990034,      -4.360641864,      -5.073405486,      -1.312805842,      -8.778080939
          0,           0,        3114,       -6.73500281,      -4.360979993,       -5.07492205,      -1.312844163,      -8.778907519
          0,           0,        3115,      -6.735338438,      -4.361304575,      -5.076370723,      -1.312868424,      -8.779734105
          0,           0,        3116,      -6.735348545,      -4.361634617,      -5.077893391,      -1.312906381,      -8.780560691
          0,           0,        3117,      -6.735681116,      -4.361951318,      -5.079341764,      -1.312930219,      -8.781387281
          0,           0,        3118,      -6.735688498,      -4.362273784,      -5.080859247,      -1.312967562,       -8.78221387
          0,           0,        3119,      -6.736017981,      -4.362583179,       -5.08229634,       -1.31299073,      -8.783040462
          0,           0,        3120,      -6.736022578,      -4.362898676,      -5.083798189,      -1.313027212,      -8.783867051
          0,           0,        3121,      -6.736348868,      -4.363201392,      -5.085214207,       -1.31304946,      -8.784693641
          0,           0,        3122,      -6.736350581,      -4.363510564,      -5.086691251,      -1.313084828,      -8.785520227
          0,           0,        3123,       -6.73667359,      -4.363807275,      -5.088077674,      -1.313105911,      -8.786346814
          0,           0,        3124,      -6.736672349,      -4.364110829,      -5.089522146,      -1.313139936,      -8.787173394
          0,           0,        3125,      -6.736992009,      -4.364402268,      -5.090871994,      -1.313159633,      -8.787999973
          0,           0,        3126,      -6.736987775,      -4.364700962,      -5.092277645,      -1.313192102,      -8.788826545
          0,           0,        3127,      -6.737304063,      -4.364987914,      -5.093585398,      -1.313210214,      -8.789653114
          0,           0,        3128,      -6.737296845,      -4.365282549,      -5.094947395,      -1.313240934,      -8.790479674
          0,           0,        3129,      -6.737609787,      -4.365565843,       -5.09620892,      -1.313257279,       -8.79130623
          0,           0,        3130,      -6.737599656,      -4.365857291,      -5.097523684,      -1.313286096,      -8.792132775
          0,           0,        3131,      -6.737909331,       -4.36613781,      -5.098735911,      -1.313300536,      -8.792959314
          0,           0,        3132,       -6.73789637,      -4.366426938,      -5.100000918,      -1.313327318,      -8.793785841
          0,           0,        3133,      -6.738202851,      -4.366705541,      -5.101161927,       -1.31333973,       -8.79461236
          0,           0,        3134,      -6.738187158,      -4.366993203,      -5.102375825,      -1.313364376,      -8.795438864
          0,           0,        3135,       -6.73849055,      -4.367270735,       -5.10348492,      -1.313374675,       -8.79626536
          0,           0,        3136,      -6.738472259,      -4.367557759,      -5.104647519,      -1.313397122,      -8.797091838
          0,           0,        3137,      -6.738772714,      -4.367835039,      -5.105704973,      -1.313405266,      -8.797918306
          0,           0,        3138,       -6.73875203,       -4.36812224,       -5.10681698,      -1.313425493,      -8.798744755
          0,           0,        3139,      -6.739049776,      -4.368400066,      -5.107823873,      -1.313431472,      -8.799571191
          0,           0,        3140,      -6.739026943,      -4.368688215,      -5.108886468,      -1.313449488,      -8.800397607
          0,           0,        3141,      -6.739322214,      -4.368967328,      -5.109844031,      -1.313453324,      -8.801224007
          0,           0,        3142,      -6.739297477,      -4.369257136,      -5.110858495,      -1.313469173,      -8.802050386
          0,           0,        3143,      -6.739590513,      -4.369538217,      -5.111768166,      -1.313470923,      -8.802876748
          0,           0,        3144,      -6.739564129,      -4.369830336,       -5.11273597,      -1.313484679,      -8.803703086
          0,           0,        3145,      -6.739855187,         -4.370114,       -5.11359926,      -1.313484428,      -8.804529406
          0,           0,        3146,      -6.739827429,      -4.370409009,      -5.114521863,      -1.313496193,        -8.8053557
          0,           0,        3147,      -6.740116781,      -4.370695797,      -5.115340198,       -1.31349405,      -8.806181974
          0,           0,        3148,      -6.740087931,      -4.370994198,      -5.116218892,      -1.313503949,       -8.80700822
          0,           0,        3149,      -6.740375852,       -4.37128457,       -5.11699344,      -1.313500046,      -8.807834445
          0,           0,        3150,      -6.740346189,      -4.371586782,      -5.117829179,      -1.313508224,      -8.808660641
          0,           0,        3151,      -6.740632952,      -4.371881115,      -5.118560741,      -1.313502712,      -8.809486814
          0,           0,        3152,      -6.740602756,      -4.372187478,      -5.119354095,      -1.313509331,      -8.810312957
          0,           0,        3153,      -6.740888628,       -4.37248607,      -5.120043051,      -1.313502371,      -8.811139075
          0,           0,        3154,      -6.740858165,      -4.372796843,      -5.120794131,      -1.313507602,      -8.811965163
          0,           0,        3155,      -6.741143402,      -4.373099911,      -5.121440412,      -1.313499365,      -8.812791225
          0,           0,        3156,      -6.741112922,      -4.373415271,      -5.122148938,      -1.313503385,      -8.813617255
          0,           0,        3157,      -6.741397761,      -4.373722949,      -5.122752128,      -1.313494044,      -8.814443258
          0,           0,        3158,      -6.741367479,      -4.374042939,      -5.123417524,      -1.313497038,       -8.81526923
          0,           0,        3159,      -6.741652047,        -4.3743552,       -5.12397691,      -1.313486757,      -8.816095174
          0,           0,        3160,      -6.741622165,      -4.374679889,      -5.124598233,      -1.313488882,      -8.816921084
          0,           0,        3161,      -6.741906861,      -4.374996873,      -5.125112942,      -1.313477847,      -8.817746967
          0,           0,        3162,       -6.74187767,      -4.375326291,      -5.125689332,       -1.31347929,      -8.818572817
          0,           0,        3163,      -6.742162551,      -4.375647891,      -5.126158535,      -1.313467652,       -8.81939864
          0,           0,        3164,       -6.74213407,      -4.375981883,      -5.126689192,      -1.313468559,      -8.820224431
          0,           0,        3165,       -6.74241921,      -4.376307947,      -5.127112263,      -1.313456459,      -8.821050194
          0,           0,        3166,      -6.742391565,      -4.376646372,      -5.127596664,      -1.313456975,      -8.821875926
          0,           0,        3167,      -6.742677101,      -4.376976752,      -5.127973277,      -1.313444554,      -8.822701632
          0,           0,        3168,      -6.742650404,      -4.377319442,       -5.12841125,      -1.313444813,      -8.823527306
          0,           0,        3169,      -6.742936411,      -4.377653937,      -5.128741582,      -1.313432194,      -8.824352956
          0,           0,        3170,      -6.742910703,      -4.378000668,      -5.129133568,      -1.313432312,      -8.825178575
          0,           0,        3171,      -6.743197208,      -4.378339036,      -5.129418303,      -1.313419601,      -8.826004172
          0,           0,        3172,       -6.74317251,      -4.378689553,      -5.129765211,      -1.313419681,      -8.826829739
          0,           0,        3173,      -6.743459521,      -4.379031528,      -5.130005789,      -1.313406972,      -8.827655285
          0,           0,        3174,      -6.743435826,      -4.379385557,      -5.130309547,      -1.313407101,      -8.828480804
          0,           0,        3175,      -6.743723328,      -4.379730858,      -5.130508375,      -1.313394473,      -8.829306304
          0,           0,        3176,      -6.743700599,      -4.380088109,      -5.130771732,      -1.313394726,       -8.83013178
          0,           0,        3177,      -6.743988544,      -4.380436436,      -5.130931958,      -1.313382244,      -8.830957239
          0,           0,        3178,      -6.743966733,      -4.380796621,      -5.131158363,      -1.313382682,      -8.831782677
          0,           0,        3179,      -6.744255083,        -4.3811477,      -5.131283888,      -1.313370407,      -8.832608101
          0,           0,        3180,      -6.744234137,      -4.381510543,      -5.131477621,      -1.313371083,      -8.833433508
          0,           0,        3181,      -6.744522812,      -4.381864084,      -5.131573168,      -1.313359062,      -8.834258904
          0,           0,        3182,      -6.744502631,      -4.382229287,      -5.131739293,       -1.31336002,      -8.835084285
          0,           0,        3183,       -6.74479154,      -4.382584996,      -5.131810295,      -1.313348292,      -8.835909659
          0,           0,        3184,      -6.744772032,      -4.382952242,      -5.131954584,      -1.313349572,      -8.836735023
          0,           0,        3185,      -6.745061033,      -4.383309758,      -5.132007137,      -1.313338172,      -8.837560384
          0,           0,        3186,      -6.745042061,      -4.383678747,      -5.132136012,      -1.313339797,      -8.838385737
          0,           0,        3187,      -6.745331181,      -4.384037896,      -5.132176886,      -1.313328767,      -8.839211091
          0,           0,        3188,      -6.745312806,      -4.384408469,      -5.132297209,      -1.313330789,      -8.840036442
          0,           0,        3189,      -6.745601954,      -4.384769015,      -5.132333346,      -1.313320165,      -8.840861799
          0,           0,        3190,       -6.74558398,      -4.385140888,      -5.132452157,      -1.313322604,      -8.841687158
          0,           0,        3191,      -6.745872981,      -4.385502556,      -5.132490664,       -1.31331241,      -8.842512528
          0,           0,        3192,      -6.745855287,      -4.385875488,      -5.132615066,      -1.313315294,      -8.843337905
          0,           0,        3193,      -6.746144073,      -4.386238069,      -5.132662998,      -1.313305564,      -8.844163297
          0,           0,        3194,      -6.746126604,      -4.386611871,      -5.132799947,      -1.313308927,      -8.844988702
          0,           0,        3195,       -6.74641512,      -4.386975186,      -5.132864112,      -1.313299699,      -8.845814127
          0,           0,        3196,      -6.746397813,      -4.387349684,      -5.133020242,      -1.313303575,      -8.846639569
          0,           0,        3197,      -6.746685998,      -4.387713565,      -5.133107048,      -1.313294886,      -8.847465036
          0,           0,        3198,      -6.746668789,      -4.388088599,      -5.133288543,      -1.313299307,      -8.848290526
          0,           0,        3199,       -6.74695659,      -4.388452897,      -5.133403904,      -1.313291194,      -8.849116047
          0,           0,        3200,      -6.746939427,      -4.388828324,       -5.13361641,      -1.313296197,      -8.849941596
          0,           0,        3201,      -6.747226802,      -4.389192902,      -5.133765631,      -1.313288697,       -8.85076718
          0,           0,        3202,      -6.747209645,      -4.389568594,      -5.134014149,      -1.313294313,      -8.851592798
          0,           0,        3203,      -6.747496559,      -4.389933334,      -5.134201803,      -1.313287463,      -8.852418458
          0,           0,        3204,      -6.747479372,      -4.390309181,      -5.134490466,      -1.313293724,      -8.853244156
          0,           0,        3205,      -6.747765799,      -4.390673982,      -5.134720237,      -1.313287557,      -8.854069901
          0,           0,        3206,      -6.747748552,       -4.39104989,      -5.135052376,      -1.313294489,       -8.85489569
          0,           0,        3207,       -6.74803447,      -4.391414668,      -5.135327037,      -1.313289033,      -8.855721532
          0,           0,        3208,      -6.748017143,      -4.391790559,      -5.135704884,       -1.31329666,      -8.856547423
          0,           0,        3209,      -6.748302537,      -4.392155245,      -5.136026202,      -1.313291937,      -8.857373371
          0,           0,        3210,      -6.748285113,      -4.392531057,      -5.136451099,      -1.313300273,      -8.858199374
          0,           0,        3211,      -6.748569972,      -4.392895594,      -5.136819842,      -1.313296297,       -8.85902544
          0,           0,        3212,      -6.748552437,      -4.393271273,      -5.137292091,      -1.313305347,      -8.859851565
          0,           0,        3213,      -6.748836753,      -4.393635611,      -5.137708016,      -1.313302122,      -8.860677759
          0,           0,        3214,      -6.748819097,      -4.394011108,      -5.138226944,      -1.313311883,      -8.861504017
          0,           0,        3215,      -6.749102863,      -4.394375202,      -5.138688901,      -1.313309402,      -8.862330348
          0,           0,        3216,      -6.749085075,      -4.394750473,      -5.139252975,      -1.313319858,      -8.863156748
          0,           0,        3217,      -6.749368284,      -4.395114279,      -5.139758973,      -1.313318105,      -8.863983225
          0,           0,        3218,      -6.749350353,      -4.395489281,      -5.140365839,       -1.31332923,      -8.864809776
          0,           0,        3219,      -6.749632998,      -4.395852759,      -5.140913071,      -1.313328175,      -8.865636409
          0,           0,        3220,      -6.749614912,      -4.396227449,      -5.141559574,      -1.313339932,       -8.86646312
          0,           0,        3221,      -6.749896981,      -4.396590554,      -5.142144517,      -1.313339533,      -8.867289917
          0,           0,        3222,      -6.749878726,      -4.396964888,      -5.142826857,      -1.313351871,      -8.868116796
          0,           0,        3223,      -6.750160205,      -4.397327573,      -5.143445367,      -1.313352076,      -8.868943764
          0,           0,        3224,      -6.750141764,      -4.397701498,      -5.144159158,      -1.313364933,      -8.869770818
          0,           0,        3225,      -6.750422638,      -4.398063711,      -5.144806579,      -1.313365675,      -8.870597965
          0,           0,        3226,      -6.750403994,       -4.39843717,      -5.145546986,      -1.313378981,        -8.8714252
          0,           0,        3227,      -6.750684248,      -4.398798851,      -5.146218266,      -1.313380185,      -8.872252532
          0,           0,        3228,      -6.750665381,      -4.399171781,      -5.146980116,      -1.313393859,      -8.873079955
          0,           0,        3229,      -6.750944995,      -4.399532861,      -5.147669922,      -1.313395444,      -8.873907476
          0,           0,        3230,      -6.750925885,      -4.399905189,      -5.148447802,      -1.313409398,      -8.874735092
          0,           0,        3231,      -6.751204839,       -4.40026559,      -5.149150623,      -1.313411274,      -8.875562808
          0,           0,        3232,      -6.751185465,      -4.400637232,      -5.149938978,      -1.313425417,       -8.87639062
          0,           0,        3233,      -6.751463741,      -4.400996868,      -5.150649189,       -1.31342749,      -8.877218534
          0,           0,        3234,      -6.751444081,      -4.401367729,      -5.151442424,      -1.313441727,      -8.878046546
          0,           0,        3235,      -6.751721646,      -4.401726496,      -5.152154484,      -1.313443899,      -8.878874661
          0,           0,        3236,      -6.751701678,       -4.40209647,      -5.152947032,      -1.313458134,      -8.879702875
          0,           0,        3237,      -6.751978533,      -4.402454262,      -5.153655298,      -1.313460315,      -8.880531193
          0,           0,        3238,      -6.751958257,      -4.402823238,      -5.154441687,      -1.313474458,       -8.88135961
          0,           0,        3239,      -6.752234382,      -4.403179932,      -5.155140856,      -1.313476555,      -8.882188132
          0,           0,        3240,      -6.752213775,      -4.403547778,      -5.155915879,      -1.313490516,      -8.883016753
          0,           0,        3241,      -6.752489154,       -4.40390324,      -5.156600877,      -1.313492442,      -8.883845478
          0,           0,        3242,      -6.752468212,      -4.404269818,      -5.157359614,      -1.313506142,      -8.884674303
          0,           0,        3243,      -6.752742848,      -4.404623908,      -5.158025697,      -1.313507822,      -8.885503231
          0,           0,        3244,      -6.752721578,      -4.404989078,      -5.158763599,       -1.31352119,      -8.886332257
          0,           0,        3245,      -6.752995477,      -4.405341648,      -5.159406437,      -1.313522558,      -8.887161386
          0,           0,        3246,       -6.75297389,      -4.405705256,      -5.160119399,      -1.313535536,      -8.887990612
          0,           0,        3247,      -6.753247061,       -4.40605615,      -5.160735144,      -1.313536536,       -8.88881994
          0,           0,        3248,      -6.753225174,      -4.406418037,      -5.161419566,      -1.313549077,      -8.889649363
          0,           0,        3249,      -6.753497621,      -4.406767079,      -5.162004911,      -1.313549666,      -8.890478885
          0,           0,        3250,      -6.753475448,      -4.407127066,      -5.162657756,      -1.313561737,        -8.8913085
          0,           0,        3251,      -6.753747225,      -4.407474109,      -5.163209974,       -1.31356189,      -8.892138212
          0,           0,        3252,       -6.75372482,       -4.40783205,      -5.163828777,      -1.313573476,      -8.892968016
          0,           0,        3253,      -6.753995951,      -4.408176924,      -5.164345715,      -1.313573179,      -8.893797913
          0,           0,        3254,      -6.753973343,      -4.408532647,      -5.164928632,      -1.313584274,      -8.894627899
          0,           0,        3255,       -6.75424386,      -4.408875181,      -5.165408802,      -1.313583527,      -8.895457976
          0,           0,        3256,      -6.754221089,      -4.409228519,      -5.165954608,      -1.313594142,      -8.896288138
          0,           0,        3257,      -6.754491035,      -4.409568545,      -5.166397119,      -1.313592959,      -8.897118388
          0,           0,        3258,      -6.754468148,      -4.409919333,      -5.166905242,      -1.313603118,       -8.89794872
          0,           0,        3259,      -6.754737569,       -4.41025669,      -5.167309871,      -1.313601526,      -8.898779137
          0,           0,        3260,      -6.754714618,      -4.410604768,      -5.167780377,      -1.313611265,      -8.899609632
          0,           0,        3261,      -6.754983561,      -4.410939297,      -5.168147564,      -1.313609303,      -8.900440208
          0,           0,        3262,      -6.754960596,      -4.411284509,      -5.168581185,      -1.313618667,      -8.901270859
          0,           0,        3263,       -6.75522911,      -4.411616059,      -5.168912003,      -1.313616383,      -8.902101587
          0,           0,        3264,      -6.755206183,      -4.411958259,       -5.16931009,      -1.313625429,      -8.902932385
          0,           0,        3265,      -6.755474316,      -4.412286683,       -5.16960626,      -1.313622879,      -8.903763257
          0,           0,        3266,      -6.755451472,      -4.412625728,       -5.16997088,       -1.31363167,      -8.904594196
          0,           0,        3267,      -6.755719261,      -4.412950887,      -5.170234821,      -1.313628919,      -8.905425203
          0,           0,        3268,      -6.755696541,      -4.413286643,      -5.170568623,      -1.313637523,      -8.906256274
          0,           0,        3269,      -6.755964025,      -4.413608408,      -5.170803277,      -1.313634636,      -8.907087409
          0,           0,        3270,      -6.755941467,       -4.41394075,      -5.171109449,      -1.313643124,      -8.907918604
          0,           0,        3271,       -6.75620868,      -4.414259002,      -5.171318307,      -1.313640172,      -8.908749859
          0,           0,        3272,      -6.756186316,      -4.414587818,      -5.171600589,      -1.313648618,       -8.90958117
          0,           0,        3273,      -6.756453281,      -4.414902445,      -5.171787673,      -1.313645671,      -8.910412538
          0,           0,        3274,      -6.756431132,      -4.415227627,      -5.172050296,      -1.313654148,      -8.911243957
          0,           0,        3275,      -6.756697865,      -4.415538526,      -5.172220086,      -1.313651276,       -8.91207543
          0,           0,        3276,      -6.756675941,      -4.415859976,      -5.172467706,      -1.313659853,      -8.912906951
          0,           0,        3277,      -6.756942447,      -4.416167051,      -5.172625065,      -1.313657124,      -8.913738521
          0,           0,        3278,       -6.75692075,      -4.416484676,      -5.172862702,      -1.313665868,      -8.914570136
          0,           0,        3279,      -6.757187025,      -4.416787838,      -5.173012811,      -1.313663345,      -8.915401798
          0,           0,        3280,      -6.757165548,      -4.417101552,      -5.173245762,       -1.31367232,      -8.916233501
          0,           0,        3281,      -6.757431579,      -4.417400716,      -5.173394045,      -1.313670061,      -8.917065248
          0,           0,        3282,      -6.757410303,      -4.417710438,      -5.173627804,      -1.313679324,      -8.917897034
          0,           0,        3283,      -6.757676065,      -4.418005524,      -5.173779829,      -1.313677382,       -8.91872886
          0,           0,        3284,      -6.757654962,      -4.418311175,      -5.174020003,      -1.313686983,      -8.919560722
          0,           0,        3285,      -6.757920423,      -4.418602108,      -5.174181391,      -1.313685405,      -8.920392623
          0,           0,        3286,      -6.757899454,      -4.418903614,       -5.17443359,      -1.313695388,      -8.921224557
          0,           0,        3287,      -6.758164571,       -4.41919032,      -5.174609922,      -1.313694214,      -8.922056527
          0,           0,        3288,      -6.758143687,      -4.419487611,      -5.174879661,      -1.313704614,      -8.922888529
          0,           0,        3289,      -6.758408394,      -4.419770028,      -5.175076355,      -1.313703879,      -8.923720566
          0,           0,        3290,       -6.75838753,      -4.420063032,      -5.175369026,      -1.313714726,      -8.924552633
          0,           0,        3291,      -6.758651792,      -4.420341068,      -5.175591345,      -1.313714446,      -8.925384733
          0,           0,        3292,      -6.758630916,      -4.420629713,      -5.175911843,      -1.313725758,      -8.926216862
          0,           0,        3293,      -6.758894672,      -4.420903323,      -5.176164401,      -1.313725956,      -8.927049022
          0,           0,        3294,      -6.758873695,      -4.421187557,      -5.176517297,       -1.31373775,      -8.927881211
