"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,        1058,      -5.519733173,      -2.896903211,       -3.11366038,     -0.1438472533,      -7.663959023
          0,           0,        1059,      -5.526072044,      -2.900403904,      -3.113224389,     -0.1540416148,      -7.664181641
          0,           0,        1060,      -5.532033874,      -2.904317631,      -3.113079156,     -0.1640050266,      -7.664412754
          0,           0,        1061,      -5.537615845,      -2.908715377,      -3.113228722,     -0.1736454915,      -7.664652343
          0,           0,        1062,       -5.54267472,      -2.913560323,      -3.113727837,     -0.1827998498,      -7.664900369
          0,           0,        1063,      -5.547208635,       -2.91870505,      -3.114576421,     -0.1912788811,      -7.665156842
          0,           0,        1064,      -5.551045523,      -2.924131076,      -3.115703233,     -0.1989086636,      -7.665421737
          0,           0,        1065,      -5.554227775,      -2.929815482,      -3.117095153,     -0.2056017837,      -7.665694843
          0,           0,        1066,      -5.556687007,      -2.935716503,      -3.118777249,     -0.2112822466,      -7.665976041
          0,           0,        1067,      -5.558501592,      -2.941788147,      -3.120754598,     -0.2158934839,      -7.666265292
          0,           0,        1068,      -5.559594241,      -2.947989799,      -3.123005878,      -0.219379223,        -7.6665626
          0,           0,        1069,       -5.56003661,      -2.954291205,       -3.12548398,     -0.2217059366,      -7.666867948
          0,           0,        1070,      -5.559776036,      -2.960629519,      -3.128170612,     -0.2228628217,       -7.66718133
          0,           0,        1071,      -5.558910679,      -2.966929401,       -3.13101172,     -0.2228556696,      -7.667502836
          0,           0,        1072,       -5.55748052,      -2.973084461,      -3.133909589,     -0.2218515698,      -7.667832393
          0,           0,        1073,       -5.55580594,       -2.97898763,      -3.136864077,     -0.2202656543,      -7.668170098
          0,           0,        1074,       -5.55378007,      -2.984595008,      -3.139978193,     -0.2180424084,      -7.668516068
          0,           0,        1075,      -5.551373184,       -2.98992964,      -3.143145969,     -0.2150566745,      -7.668870345
          0,           0,        1076,      -5.548507907,      -2.994860914,      -3.146187705,      -0.211333967,      -7.669232416
          0,           0,        1077,      -5.545399198,      -2.999467694,      -3.149015301,     -0.2070692423,      -7.669601783
          0,           0,        1078,      -5.542171199,      -3.003782787,      -3.151589713,      -0.202529944,      -7.669978163
          0,           0,        1079,      -5.538925618,      -3.007800302,      -3.153993819,     -0.1977239731,      -7.670361257
          0,           0,        1080,      -5.535648035,       -3.01139824,       -3.15629211,     -0.1926726258,      -7.670751041
          0,           0,        1081,      -5.532515357,      -3.014512789,      -3.158372133,     -0.1875759073,      -7.671147929
          0,           0,        1082,      -5.529339278,      -3.017077806,      -3.160189951,     -0.1825805682,       -7.67155127
          0,           0,        1083,      -5.526425122,      -3.019154432,      -3.161655842,     -0.1777014491,      -7.671961546
          0,           0,        1084,      -5.523705375,      -3.020740417,      -3.162749598,     -0.1729878451,      -7.672379418
          0,           0,        1085,      -5.521160575,      -3.021865589,      -3.163467122,     -0.1685059232,       -7.67280511
          0,           0,        1086,      -5.518668873,      -3.022540643,      -3.163887767,     -0.1642969092,        -7.6732381
          0,           0,        1087,      -5.515660493,      -3.022717003,       -3.16411545,     -0.1603018408,      -7.673672958
          0,           0,        1088,      -5.513186365,      -3.022541093,      -3.163809979,     -0.1566530134,      -7.674107837
          0,           0,        1089,      -5.511839397,      -3.022178222,      -3.163070665,     -0.1535029971,      -7.674545691
          0,           0,        1090,      -5.511020074,      -3.021581812,       -3.16204495,     -0.1506931479,      -7.674990166
          0,           0,        1091,      -5.510346054,      -3.020788538,      -3.160856276,     -0.1481919964,      -7.675443043
          0,           0,        1092,      -5.509626175,      -3.019832949,      -3.159480544,     -0.1460210153,      -7.675904101
          0,           0,        1093,      -5.509023795,      -3.018743645,      -3.157926628,     -0.1441816589,      -7.676372438
          0,           0,        1094,      -5.508529408,      -3.017609318,      -3.156247478,     -0.1426656835,      -7.676846721
          0,           0,        1095,      -5.508518127,      -3.016464892,      -3.154410047,     -0.1414732424,      -7.677327639
          0,           0,        1096,      -5.508815222,      -3.015325418,      -3.152441115,     -0.1405666822,      -7.677816086
          0,           0,        1097,      -5.509319497,      -3.014238929,      -3.150372891,     -0.1399236184,      -7.678312431
          0,           0,        1098,      -5.510003323,      -3.013237941,      -3.148233513,     -0.1395371408,      -7.678817086
          0,           0,        1099,       -5.51087023,      -3.012366319,      -3.146066166,     -0.1393929869,      -7.679330234
          0,           0,        1100,      -5.511791413,      -3.011621585,      -3.143885516,     -0.1394475162,      -7.679851422
          0,           0,        1101,      -5.512858624,      -3.010994266,      -3.141682856,     -0.1396871579,      -7.680380446
          0,           0,        1102,      -5.514021381,      -3.010486491,      -3.139473055,     -0.1400630029,      -7.680917239
          0,           0,        1103,      -5.515317754,      -3.010114121,      -3.137272904,     -0.1405595551,      -7.681461962
          0,           0,        1104,      -5.516630877,        -3.0098833,      -3.135084035,     -0.1411501887,       -7.68201474
          0,           0,        1105,      -5.517993584,      -3.009802466,      -3.132884458,     -0.1418044791,      -7.682575311
          0,           0,        1106,      -5.519347895,      -3.009860772,      -3.130662302,     -0.1424833512,      -7.683143976
          0,           0,        1107,      -5.520708681,       -3.01004418,      -3.128404703,     -0.1431552499,      -7.683720651
          0,           0,        1108,      -5.521993355,      -3.010333722,      -3.126109444,     -0.1437943321,      -7.684305374
          0,           0,        1109,      -5.523228075,      -3.010714283,      -3.123768334,     -0.1443708332,      -7.684898271
          0,           0,        1110,      -5.524338989,      -3.011171631,      -3.121366888,      -0.144860434,      -7.685499287
          0,           0,        1111,      -5.525334074,      -3.011672579,       -3.11890552,     -0.1452249898,      -7.686108356
          0,           0,        1112,        -5.5261674,      -3.012192202,      -3.116380392,     -0.1454462664,      -7.686725512
          0,           0,        1113,      -5.526864729,      -3.012720774,      -3.113777092,     -0.1455013126,      -7.687350832
          0,           0,        1114,      -5.527350348,      -3.013242883,      -3.111090267,     -0.1453716212,       -7.68798425
          0,           0,        1115,      -5.527658743,      -3.013733335,      -3.108316323,     -0.1450379106,      -7.688625621
          0,           0,        1116,      -5.527753902,      -3.014175352,      -3.105460924,     -0.1444877848,      -7.689275057
          0,           0,        1117,      -5.527671399,      -3.014564659,      -3.102528301,     -0.1437130878,      -7.689932588
          0,           0,        1118,      -5.527350054,      -3.014895771,      -3.099519658,     -0.1427115526,      -7.690598248
          0,           0,        1119,      -5.526806443,      -3.015160831,      -3.096445036,     -0.1414794083,      -7.691271784
          0,           0,        1120,      -5.526022981,       -3.01536016,      -3.093314964,     -0.1400217775,      -7.691952991
          0,           0,        1121,      -5.525103614,       -3.01550614,      -3.090150537,     -0.1383373768,      -7.692641965
          0,           0,        1122,       -5.52396646,       -3.01559568,      -3.086969296,     -0.1364354586,      -7.693338785
          0,           0,        1123,      -5.522660972,      -3.015635911,      -3.083788107,     -0.1343297559,      -7.694043445
          0,           0,        1124,      -5.521084188,      -3.015638585,      -3.080633638,     -0.1320427894,      -7.694755234
          0,           0,        1125,      -5.519453968,      -3.015622966,      -3.077527272,     -0.1295910784,       -7.69547425
          0,           0,        1126,      -5.517693385,       -3.01559167,       -3.07450577,     -0.1269961521,      -7.696200554
          0,           0,        1127,      -5.515838486,       -3.01554808,      -3.071604805,     -0.1242592116,      -7.696934119
          0,           0,        1128,      -5.513825651,      -3.015487967,        -3.0688507,     -0.1213900948,      -7.697674937
          0,           0,        1129,      -5.511770247,      -3.015400621,      -3.066265238,     -0.1183802186,      -7.698423069
          0,           0,        1130,      -5.509574479,      -3.015381505,      -3.063873466,     -0.1152480852,      -7.699178569
          0,           0,        1131,      -5.507560471,      -3.015839165,      -3.061703567,      -0.112235051,       -7.69994166
          0,           0,        1132,      -5.505603531,      -3.016425415,      -3.059941169,     -0.1092365163,      -7.700712914
          0,           0,        1133,       -5.50354662,       -3.01736631,      -3.058451504,     -0.1061046673,      -7.701492553
          0,           0,        1134,      -5.501346912,      -3.018357515,      -3.057243765,     -0.1028899852,      -7.702280386
          0,           0,        1135,      -5.499473883,      -3.019582915,        -3.0561896,     -0.1001810642,      -7.703075516
          0,           0,        1136,      -5.497607456,       -3.02109882,      -3.055487732,    -0.09768647788,      -7.703876068
          0,           0,        1137,      -5.495842927,      -3.022817018,      -3.055304051,    -0.09514728588,      -7.704681271
          0,           0,        1138,      -5.494293854,      -3.024680641,      -3.055588436,    -0.09259565802,      -7.705492208
          0,           0,        1139,      -5.492961104,      -3.026708381,      -3.056305173,    -0.09013459123,       -7.70631002
          0,           0,        1140,       -5.49169125,       -3.02892665,      -3.057475904,    -0.08782838846,      -7.707135106
          0,           0,        1141,      -5.490702338,      -3.031395851,      -3.059103357,      -0.085690574,      -7.707968624
          0,           0,        1142,      -5.489814785,      -3.034148628,      -3.061182883,    -0.08373996985,      -7.708810771
          0,           0,        1143,      -5.488883343,      -3.037215423,      -3.063702245,    -0.08198614066,      -7.709659895
          0,           0,        1144,      -5.488109417,      -3.040499265,      -3.066606523,     -0.0804066051,        -7.7105154
          0,           0,        1145,      -5.487625192,      -3.043950021,      -3.069942413,    -0.07901835938,      -7.711377742
          0,           0,        1146,      -5.487376435,      -3.047550337,      -3.073731364,    -0.07784350229,      -7.712247755
          0,           0,        1147,       -5.48727993,      -3.051276152,      -3.077943057,    -0.07688632647,      -7.713125479
          0,           0,        1148,      -5.487166816,      -3.055073034,      -3.082532099,    -0.07614611111,        -7.7140093
          0,           0,        1149,      -5.487259499,      -3.058888199,      -3.087444996,    -0.07561206721,      -7.714898216
          0,           0,        1150,      -5.487433594,      -3.062650616,      -3.092680778,    -0.07533251901,      -7.715790222
          0,           0,        1151,      -5.488147147,      -3.066328112,      -3.098131096,    -0.07527324587,      -7.716686898
          0,           0,        1152,      -5.489164428,      -3.069837619,      -3.103835741,     -0.0754601983,      -7.717590284
          0,           0,        1153,      -5.490301955,      -3.073086685,      -3.109699946,    -0.07585475099,      -7.718501147
          0,           0,        1154,      -5.491486937,      -3.075982699,      -3.115630928,     -0.0764495679,      -7.719419397
          0,           0,        1155,      -5.492733852,      -3.078424283,        -3.1215246,    -0.07723684733,      -7.720344117
          0,           0,        1156,      -5.494213478,      -3.080353322,      -3.127271766,    -0.07821093269,      -7.721276025
          0,           0,        1157,      -5.495839608,      -3.081700448,      -3.132781729,     -0.0793601506,      -7.722215534
          0,           0,        1158,      -5.497538239,       -3.08239337,      -3.137939205,     -0.0806722253,      -7.723162956
          0,           0,        1159,      -5.499324484,      -3.082373445,       -3.14261873,    -0.08212554753,        -7.7241185
          0,           0,        1160,       -5.50113178,      -3.081600635,      -3.146693688,    -0.08370531444,      -7.725082253
          0,           0,        1161,      -5.502984054,       -3.08005195,      -3.150047738,    -0.08539496633,      -7.726054247
          0,           0,        1162,      -5.504814257,      -3.077728553,      -3.152575222,     -0.0871664771,      -7.727034484
          0,           0,        1163,      -5.506653994,      -3.074644118,      -3.154192924,    -0.08900725303,      -7.728022995
          0,           0,        1164,      -5.508432717,      -3.070834507,      -3.154837053,    -0.09088902738,      -7.729019829
          0,           0,        1165,      -5.510173241,      -3.066349247,      -3.154466874,    -0.09279238326,      -7.730025084
          0,           0,        1166,      -5.511806954,      -3.061269586,      -3.153066824,     -0.0946936208,      -7.731038816
          0,           0,        1167,      -5.513363834,      -3.055647188,      -3.150656135,    -0.09657133881,      -7.732061179
          0,           0,        1168,      -5.514782129,      -3.049564078,       -3.14727341,    -0.09842147006,      -7.733092252
          0,           0,        1169,      -5.516058634,      -3.043119171,      -3.142983281,     -0.1001924787,      -7.734132139
          0,           0,        1170,      -5.517160589,      -3.036392876,      -3.137873826,     -0.1018954384,      -7.735180791
          0,           0,        1171,      -5.518095078,      -3.029489066,       -3.13205226,     -0.1034806488,      -7.736238225
          0,           0,        1172,      -5.518823781,      -3.022499362,      -3.125637403,      -0.104951479,      -7.737304497
          0,           0,        1173,      -5.519365546,      -3.015512206,      -3.118753811,     -0.1062687646,      -7.738379716
          0,           0,        1174,      -5.519675264,       -3.00860187,       -3.11152957,     -0.1074301789,      -7.739463901
          0,           0,        1175,      -5.519786769,      -3.001845809,      -3.104088981,     -0.1084171068,       -7.74055715
          0,           0,        1176,      -5.519654257,      -2.995310879,      -3.096555793,     -0.1092227001,      -7.741659515
          0,           0,        1177,      -5.519329323,       -2.98906336,      -3.089037834,     -0.1098442243,       -7.74277102
          0,           0,        1178,      -5.518766753,      -2.983156497,      -3.081639405,     -0.1102705037,      -7.743891686
          0,           0,        1179,       -5.51803712,      -2.977642389,      -3.074449895,      -0.110518416,      -7.745021558
          0,           0,        1180,      -5.517109248,      -2.972573979,      -3.067555862,      -0.110592262,      -7.746160635
          0,           0,        1181,      -5.516063232,      -2.967971426,      -3.061035684,     -0.1105194258,       -7.74730896
          0,           0,        1182,      -5.514789844,      -2.963877658,      -3.054957804,     -0.1102145872,      -7.748466529
          0,           0,        1183,      -5.513362175,      -2.960312411,      -3.049370265,     -0.1096988405,      -7.749633332
          0,           0,        1184,      -5.511788914,       -2.95729655,      -3.044312521,     -0.1090238945,      -7.750809344
          0,           0,        1185,      -5.510161219,      -2.954850153,      -3.039824407,     -0.1082346329,       -7.75199455
          0,           0,        1186,       -5.50845658,      -2.952985626,      -3.035946987,     -0.1073463726,      -7.753188927
          0,           0,        1187,      -5.506660366,      -2.951715998,       -3.03269895,       -0.10627533,      -7.754392468
          0,           0,        1188,      -5.504796255,      -2.951050151,      -3.030096979,     -0.1050994738,      -7.755605137
          0,           0,        1189,      -5.502959707,      -2.950998571,      -3.028164575,      -0.103875581,      -7.756826866
          0,           0,        1190,        -5.5011449,      -2.951568523,      -3.026928332,     -0.1026415418,      -7.758057592
          0,           0,        1191,       -5.49942132,      -2.952764938,      -3.026411826,     -0.1014227224,      -7.759297286
          0,           0,        1192,      -5.497765854,      -2.954588357,      -3.026634838,     -0.1002370601,      -7.760545859
          0,           0,        1193,      -5.496238632,      -2.957036455,      -3.027611162,    -0.09910222213,      -7.761803242
          0,           0,        1194,      -5.494809132,      -2.960106055,      -3.029349771,    -0.09803229831,      -7.763069335
          0,           0,        1195,      -5.493535798,      -2.963788535,       -3.03185455,    -0.09704109686,      -7.764344013
          0,           0,        1196,      -5.492390267,      -2.968073211,      -3.035126877,    -0.09613898282,      -7.765627261
          0,           0,        1197,      -5.491423922,      -2.972945062,      -3.039167064,    -0.09534198184,      -7.766918968
          0,           0,        1198,      -5.490604055,       -2.97838211,      -3.043973414,    -0.09465926927,      -7.768219039
          0,           0,        1199,      -5.489981616,      -2.984361338,      -3.049537992,     -0.0941046198,      -7.769527365
          0,           0,        1200,        -5.4895259,      -2.990847988,      -3.055852566,    -0.09369108145,      -7.770843763
          0,           0,        1201,      -5.489279721,      -2.997814697,      -3.062905086,    -0.09342905299,      -7.772168075
          0,           0,        1202,      -5.489221486,      -3.005227919,      -3.070682313,    -0.09333323605,      -7.773500165
          0,           0,        1203,      -5.489408492,       -3.01304181,      -3.079157658,    -0.09341372462,      -7.774839946
          0,           0,        1204,      -5.489799436,      -3.021202605,      -3.088294491,    -0.09368083109,      -7.776187357
          0,           0,        1205,      -5.490432721,      -3.029651451,      -3.098054268,    -0.09414454938,      -7.777542282
          0,           0,        1206,      -5.491242757,      -3.038311109,       -3.10839077,    -0.09480391841,      -7.778904283
          0,           0,        1207,      -5.492145889,      -3.047064078,      -3.119243042,    -0.09564372562,      -7.780271293
          0,           0,        1208,      -5.493450312,      -3.055916591,      -3.130492213,     -0.0967274407,      -7.781644034
          0,           0,        1209,       -5.49503182,      -3.064742202,      -3.142084554,    -0.09802727822,      -7.783023181
          0,           0,        1210,      -5.496808162,      -3.073430982,      -3.153919649,    -0.09953823864,      -7.784409069
          0,           0,        1211,       -5.49880906,      -3.081857451,      -3.165844038,     -0.1012617248,      -7.785801771
          0,           0,        1212,       -5.50093723,      -3.089892087,      -3.177686306,     -0.1031953196,      -7.787200532
          0,           0,        1213,       -5.50289068,      -3.097338575,      -3.189356595,     -0.1052904787,      -7.788600592
          0,           0,        1214,      -5.505310384,      -3.104245087,      -3.200454338,     -0.1076338053,      -7.790001837
          0,           0,        1215,      -5.508097493,      -3.110495179,      -3.210813431,     -0.1102026353,      -7.791405302
          0,           0,        1216,      -5.511154558,      -3.115995403,      -3.220242399,     -0.1129804052,      -7.792812695
          0,           0,        1217,      -5.514354955,       -3.12063454,      -3.228510966,     -0.1159430276,      -7.794224781
          0,           0,        1218,       -5.51768717,      -3.124363264,      -3.235410637,     -0.1190896856,      -7.795642128
          0,           0,        1219,      -5.521143083,      -3.127151171,      -3.240758369,     -0.1224034335,      -7.797064861
          0,           0,        1220,      -5.524726536,      -3.129015683,      -3.244398522,     -0.1258884365,        -7.7984935
          0,           0,        1221,      -5.528406056,      -3.129957731,      -3.246245414,     -0.1295153939,        -7.7999281
          0,           0,        1222,      -5.532079242,      -3.130016365,      -3.246328153,     -0.1332703423,      -7.801367974
          0,           0,        1223,      -5.535980181,       -3.12932378,      -3.244692194,     -0.1371649117,      -7.802814098
          0,           0,        1224,      -5.539902565,      -3.127916755,      -3.241479312,     -0.1411654366,       -7.80426689
          0,           0,        1225,      -5.543849455,      -3.125885468,      -3.236871145,     -0.1452508034,      -7.805726454
          0,           0,        1226,      -5.547774408,      -3.123341103,      -3.231077023,     -0.1494056851,      -7.807192736
          0,           0,        1227,      -5.551712001,      -3.120399152,      -3.224337439,     -0.1536089946,      -7.808665724
          0,           0,        1228,      -5.555561532,      -3.117160749,      -3.216885254,     -0.1578386797,      -7.810145139
          0,           0,        1229,       -5.55935134,      -3.113736454,      -3.208944425,     -0.1620666812,      -7.811630448
          0,           0,        1230,      -5.563136616,      -3.110253889,      -3.200721884,     -0.1662862425,      -7.813122227
          0,           0,        1231,      -5.566847205,      -3.106787756,      -3.192406225,     -0.1704568999,      -7.814620769
          0,           0,        1232,      -5.570398171,      -3.103416291,      -3.184164961,     -0.1745538059,      -7.816126117
          0,           0,        1233,      -5.573827371,      -3.100220005,      -3.176135952,     -0.1785477734,      -7.817638282
          0,           0,        1234,      -5.577073592,      -3.097267952,       -3.16844529,     -0.1824172867,      -7.819157251
          0,           0,        1235,      -5.580171902,      -3.094620466,      -3.161200801,     -0.1861347707,      -7.820683053
          0,           0,        1236,      -5.583056737,      -3.092313567,       -3.15448684,     -0.1896779321,      -7.822215709
          0,           0,        1237,      -5.585762497,       -3.09038618,      -3.148370126,     -0.1930160393,      -7.823755245
          0,           0,        1238,      -5.588228663,      -3.088869402,      -3.142906801,     -0.1961338205,      -7.825301649
          0,           0,        1239,      -5.590504891,      -3.087786699,      -3.138142035,     -0.1990122843,      -7.826854924
          0,           0,        1240,      -5.592509582,      -3.087150647,      -3.134114298,     -0.2016408922,      -7.828414896
          0,           0,        1241,      -5.594326259,      -3.086975735,      -3.130847642,     -0.2040071467,      -7.829981481
          0,           0,        1242,      -5.595918285,      -3.087270831,       -3.12836299,     -0.2061063494,      -7.831554805
          0,           0,        1243,      -5.597255662,      -3.088019667,      -3.126676261,     -0.2079307714,      -7.833134255
          0,           0,        1244,      -5.598429134,      -3.089238557,      -3.125794773,     -0.2095093274,      -7.834719974
          0,           0,        1245,      -5.599502337,      -3.090915673,      -3.125727071,     -0.2108527011,      -7.836312344
          0,           0,        1246,      -5.600333485,      -3.093017858,       -3.12647843,     -0.2119680162,       -7.83791099
          0,           0,        1247,      -5.601098245,      -3.095538878,      -3.128048656,     -0.2128740351,      -7.839516155
          0,           0,        1248,      -5.601727625,      -3.098453163,      -3.130442544,     -0.2135976262,      -7.841127996
          0,           0,        1249,      -5.602292417,      -3.101726144,      -3.133655028,     -0.2141643711,       -7.84274648
          0,           0,        1250,      -5.602717733,      -3.105319391,      -3.137682971,     -0.2146088013,      -7.844371175
          0,           0,        1251,      -5.603092097,      -3.109186321,      -3.142521243,     -0.2149604366,      -7.846001322
          0,           0,        1252,      -5.603488914,      -3.113307904,      -3.148163853,       -0.21527247,      -7.847636793
          0,           0,        1253,      -5.604004253,      -3.117635279,      -3.154586791,     -0.2155770669,      -7.849277944
          0,           0,        1254,      -5.604589975,      -3.122119339,       -3.16178299,      -0.215916071,      -7.850925197
          0,           0,        1255,      -5.605033907,      -3.126662765,      -3.169732728,     -0.2162835033,      -7.852576426
          0,           0,        1256,       -5.60578725,      -3.131285284,      -3.178375747,      -0.216799381,      -7.854232261
          0,           0,        1257,      -5.606576243,      -3.135865819,      -3.187715895,     -0.2174456493,      -7.855891382
          0,           0,        1258,      -5.607338686,      -3.140320113,      -3.197750663,     -0.2182493266,      -7.857551261
          0,           0,        1259,      -5.608821846,       -3.14473201,      -3.208295459,     -0.2193512995,      -7.859214558
          0,           0,        1260,      -5.610649508,      -3.149004245,      -3.219371337,     -0.2207499386,      -7.860883866
          0,           0,        1261,      -5.612642971,      -3.153022798,      -3.230928647,      -0.222424022,       -7.86256027
          0,           0,        1262,        -5.6147989,      -3.156762626,      -3.242878392,      -0.224429492,      -7.864244018
          0,           0,        1263,      -5.617221104,      -3.160175333,      -3.255130002,     -0.2267994449,      -7.865934967
          0,           0,        1264,      -5.619898373,      -3.163224373,      -3.267565749,     -0.2295685596,      -7.867632949
          0,           0,        1265,      -5.622928882,      -3.165893134,      -3.280050783,     -0.2327646578,      -7.869337914
          0,           0,        1266,       -5.62627296,      -3.168169482,      -3.292453915,     -0.2364164235,      -7.871049852
          0,           0,        1267,      -5.629998072,      -3.170055568,      -3.304612466,     -0.2405458972,      -7.872768822
          0,           0,        1268,      -5.634053537,      -3.171563187,      -3.316351971,      -0.245176491,       -7.87449491
          0,           0,        1269,      -5.638500443,      -3.172705696,       -3.32750934,     -0.2503246156,      -7.876228177
          0,           0,        1270,      -5.643267743,      -3.173500684,      -3.337900099,     -0.2560035926,      -7.877968624
          0,           0,        1271,      -5.648428351,       -3.17399073,      -3.347358176,     -0.2622273255,      -7.879716286
          0,           0,        1272,      -5.653897626,      -3.174214062,      -3.355743975,     -0.2690057321,      -7.881471186
          0,           0,        1273,      -5.659730486,      -3.174213157,      -3.362940064,     -0.2763412372,      -7.883233413
          0,           0,        1274,      -5.665836924,      -3.174036038,      -3.368864803,     -0.2842362144,      -7.885002921
          0,           0,        1275,      -5.672269078,      -3.173739118,       -3.37347333,     -0.2926841989,      -7.886779719
          0,           0,        1276,      -5.678921285,      -3.173372647,      -3.376767007,     -0.3016771627,      -7.888563752
          0,           0,        1277,      -5.685835505,      -3.172987184,      -3.378788519,     -0.3111906864,      -7.890355018
          0,           0,        1278,      -5.692889303,      -3.172642538,      -3.379622269,      -0.321201925,      -7.892153489
          0,           0,        1279,      -5.700119253,      -3.172389589,      -3.379385739,     -0.3316715178,      -7.893959173
          0,           0,        1280,      -5.707327098,      -3.172263632,      -3.378238559,     -0.3425541303,        -7.8957716
          0,           0,        1281,      -5.714612899,      -3.172310087,      -3.376337396,       -0.35379701,      -7.897590576
          0,           0,        1282,      -5.721894448,      -3.172575246,      -3.373863067,     -0.3653315456,      -7.899416508
          0,           0,        1283,      -5.729112127,      -3.173084034,      -3.370982994,     -0.3770620314,      -7.901249709
          0,           0,        1284,      -5.736078865,      -3.173862791,       -3.36785816,     -0.3888999242,      -7.903090239
          0,           0,        1285,      -5.742811295,      -3.174937668,      -3.364639954,     -0.4007204023,       -7.90493808
          0,           0,        1286,      -5.749128585,      -3.176326519,      -3.361473897,     -0.4123904021,      -7.906793162
          0,           0,        1287,      -5.755071921,      -3.178038897,       -3.35846772,      -0.423761564,      -7.908655368
          0,           0,        1288,       -5.76045084,      -3.180087805,      -3.355735331,     -0.4346578845,      -7.910524568
          0,           0,        1289,      -5.765316011,      -3.182488338,      -3.353369333,     -0.4449045377,      -7.912400643
          0,           0,        1290,      -5.769511988,      -3.185231686,      -3.351444381,     -0.4543297498,      -7.914283553
          0,           0,        1291,      -5.773082774,      -3.188310256,      -3.350011293,     -0.4627351746,      -7.916173193
          0,           0,        1292,      -5.775870877,      -3.191711939,      -3.349119627,     -0.4699674742,      -7.918069473
          0,           0,        1293,      -5.777862074,      -3.195415534,      -3.348806905,     -0.4758980279,      -7.919971515
          0,           0,        1294,      -5.779107975,      -3.199411154,      -3.349091278,     -0.4804137284,      -7.921878993
          0,           0,        1295,      -5.779791928,      -3.203679483,      -3.349986929,     -0.4834863371,      -7.923792057
          0,           0,        1296,      -5.779741239,      -3.208188669,      -3.351502523,     -0.4850797544,      -7.925710782
          0,           0,        1297,      -5.779112755,      -3.212902408,      -3.353645743,     -0.4852302409,      -7.927635162
          0,           0,        1298,      -5.777840378,      -3.217776751,      -3.356412327,     -0.4840391685,      -7.929565093
          0,           0,        1299,      -5.776103535,      -3.222767101,      -3.359787757,     -0.4816203703,      -7.931500383
          0,           0,        1300,      -5.773865897,      -3.227821336,      -3.363761944,     -0.4781165888,      -7.933440865
          0,           0,        1301,      -5.771314392,      -3.232889276,       -3.36831204,      -0.473673231,      -7.935386291
          0,           0,        1302,      -5.768411584,      -3.237919408,      -3.373389971,     -0.4684659135,      -7.937336441
          0,           0,        1303,      -5.765364132,      -3.242847829,      -3.378932229,     -0.4626875326,      -7.939291163
          0,           0,        1304,      -5.761829625,      -3.247597108,      -3.384926825,     -0.4565270461,      -7.941248194
          0,           0,        1305,      -5.758266615,      -3.252127227,      -3.391245289,     -0.4501586576,        -7.9432056
          0,           0,        1306,      -5.755054658,      -3.256393811,      -3.397779862,     -0.4437733838,      -7.945164124
          0,           0,        1307,       -5.75219734,      -3.260336054,      -3.404511078,     -0.4374886653,      -7.947125329
          0,           0,        1308,       -5.74927255,      -3.263900786,       -3.41141985,     -0.4313643566,      -7.949089168
          0,           0,        1309,      -5.746654789,      -3.267063418,      -3.418320851,     -0.4254926862,      -7.951056306
          0,           0,        1310,      -5.744188632,      -3.269784973,      -3.425110745,     -0.4199504297,      -7.953027088
          0,           0,        1311,      -5.741883072,      -3.272054964,      -3.431716833,     -0.4148217178,      -7.955000698
          0,           0,        1312,      -5.739839437,      -3.273862532,      -3.437930756,     -0.4101578385,      -7.956976661
          0,           0,        1313,      -5.738226006,       -3.27520361,      -3.443633905,     -0.4060103237,      -7.958954813
          0,           0,        1314,      -5.736865932,      -3.276098354,      -3.448728537,     -0.4024039023,      -7.960934537
          0,           0,        1315,      -5.735972659,       -3.27655336,      -3.453095326,     -0.3993634143,      -7.962915934
          0,           0,        1316,      -5.735499896,      -3.276623983,      -3.456679075,     -0.3969189517,      -7.964899599
          0,           0,        1317,      -5.735419622,      -3.276338999,      -3.459470716,     -0.3950718735,      -7.966885421
          0,           0,        1318,      -5.735614051,      -3.275736681,      -3.461396825,      -0.393808249,      -7.968873063
          0,           0,        1319,      -5.736231794,      -3.274890723,      -3.462436559,     -0.3931213818,      -7.970862355
          0,           0,        1320,      -5.737153412,      -3.273823658,      -3.462532702,     -0.3929955445,      -7.972853056
          0,           0,        1321,      -5.738483406,      -3.272595892,      -3.461705758,      -0.393414005,      -7.974845092
          0,           0,        1322,      -5.740136719,       -3.27126606,      -3.459999216,      -0.394357894,      -7.976838633
          0,           0,        1323,      -5.742136528,      -3.269887593,      -3.457492859,     -0.3958089466,      -7.978833462
          0,           0,        1324,      -5.744363959,      -3.268483883,      -3.454261911,     -0.3977332678,      -7.980829419
          0,           0,        1325,      -5.746934216,       -3.26712283,      -3.450410054,     -0.4000980259,      -7.982826485
          0,           0,        1326,      -5.749688836,      -3.265853957,      -3.446052713,     -0.4028744061,       -7.98482452
          0,           0,        1327,      -5.752681086,      -3.264703091,      -3.441297508,     -0.4060190016,      -7.986823051
          0,           0,        1328,      -5.755811312,      -3.263697691,      -3.436259495,     -0.4094855001,      -7.988821924
          0,           0,        1329,      -5.759157227,      -3.262875475,      -3.431029528,     -0.4132209335,      -7.990820977
          0,           0,        1330,      -5.762566155,      -3.262270048,       -3.42570582,     -0.4171751864,      -7.992820156
